delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time,cumm_net_delay
33,15,720,Orin,18,72,6,30,True,43
34,15,720,Orin,20,72,6,30,True,44
33,15,720,Orin,22,72,6,30,True,43
33,15,720,Orin,24,72,6,30,True,43
34,15,720,Orin,22,72,6,30,True,44
32,15,720,Orin,20,72,6,30,True,42
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,25,72,6,30,True,43
33,15,720,Orin,24,72,6,30,True,43
33,15,720,Orin,15,72,6,30,True,43
34,15,720,Orin,18,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
37,15,720,Orin,21,72,6,30,True,47
33,15,720,Orin,22,72,6,30,True,43
34,15,720,Orin,20,72,6,30,True,44
33,15,720,Orin,22,72,6,30,True,43
34,15,720,Orin,22,72,6,30,True,44
33,15,720,Orin,16,72,6,30,True,43
34,15,720,Orin,17,72,6,30,True,44
35,15,720,Orin,21,72,6,30,True,45
34,15,720,Orin,25,72,6,30,True,44
33,15,720,Orin,15,72,6,30,True,43
34,15,720,Orin,23,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,25,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
33,15,720,Orin,18,72,6,30,True,43
32,15,720,Orin,20,72,6,30,True,42
33,15,720,Orin,18,72,6,30,True,43
34,15,720,Orin,25,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,27,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,21,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,20,72,6,30,True,44
37,15,720,Orin,21,72,6,30,True,47
37,15,720,Orin,23,72,6,30,True,47
41,15,720,Orin,22,72,6,30,True,51
33,15,720,Orin,20,72,6,30,True,43
33,15,720,Orin,16,72,6,30,True,43
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,20,72,6,30,True,44
34,15,720,Orin,24,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
36,15,720,Orin,24,72,6,30,True,46
33,15,720,Orin,17,72,6,30,True,43
34,15,720,Orin,18,72,6,30,True,44
34,15,720,Orin,25,72,6,30,True,44
34,15,720,Orin,23,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,18,72,6,30,True,43
34,15,720,Orin,21,72,6,30,True,44
35,15,720,Orin,22,72,6,30,True,45
34,15,720,Orin,23,72,6,30,True,44
33,15,720,Orin,25,72,6,30,True,43
34,15,720,Orin,16,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
34,15,720,Orin,23,72,6,30,True,44
34,15,720,Orin,18,72,6,30,True,44
33,15,720,Orin,16,72,6,30,True,43
34,15,720,Orin,19,72,6,30,True,44
33,15,720,Orin,20,72,6,30,True,43
34,15,720,Orin,14,72,6,30,True,44
34,15,720,Orin,16,72,6,30,True,44
33,20,720,Orin,48,72,7,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,24,72,6,40,True,44
35,20,720,Orin,26,72,6,40,True,45
34,20,720,Orin,24,72,6,40,True,44
35,20,720,Orin,22,72,6,40,True,45
34,20,720,Orin,29,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,23,72,6,40,True,43
34,20,720,Orin,26,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,27,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,27,72,6,40,True,43
33,20,720,Orin,18,72,6,40,True,43
32,20,720,Orin,23,72,6,40,True,42
32,20,720,Orin,25,72,6,40,True,42
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,27,72,6,40,True,43
32,20,720,Orin,27,72,6,40,True,42
32,20,720,Orin,26,72,6,40,True,42
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,24,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
35,20,720,Orin,26,72,6,40,True,45
35,20,720,Orin,23,72,6,40,True,45
36,20,720,Orin,25,72,6,40,True,46
36,20,720,Orin,25,72,6,40,True,46
36,20,720,Orin,25,72,6,40,True,46
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,27,72,6,40,True,43
32,20,720,Orin,23,72,6,40,True,42
32,20,720,Orin,25,72,6,40,True,42
33,20,720,Orin,29,72,6,40,True,43
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,21,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
35,20,720,Orin,22,72,6,40,True,45
40,20,720,Orin,26,72,6,40,True,50
31,20,720,Orin,25,72,6,40,True,41
31,20,720,Orin,25,72,6,40,True,41
33,20,720,Orin,25,72,6,40,True,43
32,20,720,Orin,23,72,6,40,True,42
34,20,720,Orin,23,72,6,40,True,44
32,20,720,Orin,28,72,6,40,True,42
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,21,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
31,20,720,Orin,22,72,6,40,True,41
32,20,720,Orin,26,72,6,40,True,42
34,20,720,Orin,25,72,6,40,True,44
32,20,720,Orin,28,72,6,40,True,42
32,20,720,Orin,23,72,6,40,True,42
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,31,72,6,40,True,44
33,20,720,Orin,23,72,6,40,True,43
35,20,720,Orin,24,72,6,40,True,45
37,20,720,Orin,25,72,6,40,True,47
36,20,720,Orin,21,72,6,40,True,46
34,20,720,Orin,30,72,6,40,True,44
34,20,720,Orin,21,72,6,40,True,44
34,20,720,Orin,28,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,22,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,29,72,6,40,True,43
35,20,720,Orin,26,72,6,40,True,45
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
32,20,720,Orin,23,72,6,40,True,42
32,20,720,Orin,24,72,6,40,True,42
33,20,720,Orin,30,72,6,40,True,43
33,20,720,Orin,18,72,6,40,True,43
33,20,720,Orin,27,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,26,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,25,72,6,40,True,43
38,20,720,Orin,39,72,6,40,True,48
34,20,720,Orin,40,72,6,40,True,44
35,20,720,Orin,32,72,6,40,True,45
35,20,720,Orin,25,72,6,40,True,45
35,20,720,Orin,21,72,6,40,True,45
36,20,720,Orin,26,72,6,40,True,46
35,20,720,Orin,28,72,6,40,True,45
37,20,720,Orin,26,72,6,40,True,47
34,20,720,Orin,30,72,6,40,True,44
35,20,720,Orin,23,72,6,40,True,45
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,23,72,6,40,True,44
35,20,720,Orin,28,72,6,40,True,45
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,23,72,6,40,True,43
34,20,720,Orin,26,72,6,40,True,44
33,20,720,Orin,23,72,6,40,True,43
34,20,720,Orin,26,72,6,40,True,44
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,23,72,6,40,True,43
36,20,720,Orin,28,72,6,40,True,46
34,20,720,Orin,23,72,6,40,True,44
34,20,720,Orin,29,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
35,20,720,Orin,28,72,6,40,True,45
35,20,720,Orin,21,72,6,40,True,45
36,20,720,Orin,30,72,6,40,True,46
37,20,720,Orin,21,72,6,40,True,47
34,20,720,Orin,21,72,6,40,True,44
35,20,720,Orin,27,72,6,40,True,45
32,20,720,Orin,25,72,6,40,True,42
34,20,720,Orin,24,72,6,40,True,44
34,20,720,Orin,28,72,6,40,True,44
33,20,720,Orin,21,72,6,40,True,43
34,20,720,Orin,24,72,6,40,True,44
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,26,72,6,40,True,44
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
33,20,720,Orin,28,72,6,40,True,43
33,20,720,Orin,21,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,23,72,6,40,True,44
34,20,720,Orin,29,72,6,40,True,44
35,20,720,Orin,25,72,6,40,True,45
36,20,720,Orin,25,72,6,40,True,46
36,20,720,Orin,27,72,6,40,True,46
36,20,720,Orin,25,72,6,40,True,46
37,20,720,Orin,25,72,6,40,True,47
34,20,720,Orin,26,72,6,40,True,44
34,20,720,Orin,21,72,6,40,True,44
34,20,720,Orin,30,72,6,40,True,44
35,20,720,Orin,25,72,6,40,True,45
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,19,72,6,40,True,43
33,20,720,Orin,29,72,6,40,True,43
33,20,720,Orin,30,72,6,40,True,43
33,20,720,Orin,23,72,6,40,True,43
32,20,720,Orin,25,72,6,40,True,42
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,26,72,6,40,True,43
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
32,20,720,Orin,26,72,6,40,True,42
36,20,720,Orin,29,72,6,40,True,46
33,20,720,Orin,28,72,6,40,True,43
33,20,720,Orin,27,72,6,40,True,43
34,20,720,Orin,21,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
35,20,720,Orin,20,72,6,40,True,45
35,20,720,Orin,23,72,6,40,True,45
35,20,720,Orin,28,72,6,40,True,45
37,20,720,Orin,21,72,6,40,True,47
37,20,720,Orin,30,72,6,40,True,47
38,20,720,Orin,25,72,6,40,True,48
35,20,720,Orin,22,72,6,40,True,45
35,20,720,Orin,25,72,6,40,True,45
33,20,720,Orin,21,72,6,40,True,43
33,20,720,Orin,26,72,6,40,True,43
32,20,720,Orin,26,72,6,40,True,42
33,20,720,Orin,23,72,6,40,True,43
33,20,720,Orin,29,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,26,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
35,20,720,Orin,25,72,6,40,True,45
35,20,720,Orin,25,72,6,40,True,45
36,20,720,Orin,25,72,6,40,True,46
38,20,720,Orin,26,72,6,40,True,48
32,20,720,Orin,23,72,6,40,True,42
36,20,720,Orin,26,72,6,40,True,46
38,20,720,Orin,25,72,6,40,True,48
35,20,720,Orin,22,72,6,40,True,45
35,20,720,Orin,29,72,6,40,True,45
35,20,720,Orin,25,72,6,40,True,45
34,20,720,Orin,21,72,6,40,True,44
35,20,720,Orin,25,72,6,40,True,45
34,20,720,Orin,35,72,6,40,True,44
34,20,720,Orin,28,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,23,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,25,72,6,40,True,43
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
36,20,720,Orin,23,72,6,40,True,46
34,20,720,Orin,28,72,6,40,True,44
34,20,720,Orin,28,72,6,40,True,44
34,20,720,Orin,21,72,6,40,True,44
34,20,720,Orin,28,72,6,40,True,44
35,20,720,Orin,23,72,6,40,True,45
35,20,720,Orin,23,72,6,40,True,45
35,20,720,Orin,26,72,6,40,True,45
35,20,720,Orin,26,72,6,40,True,45
38,20,720,Orin,26,72,6,40,True,48
34,20,720,Orin,25,72,6,40,True,44
35,20,720,Orin,24,72,6,40,True,45
37,20,720,Orin,26,72,6,40,True,47
37,20,720,Orin,21,72,6,40,True,47
37,20,720,Orin,30,72,6,40,True,47
36,20,720,Orin,26,72,6,40,True,46
34,20,720,Orin,28,72,6,40,True,44
34,20,720,Orin,23,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,23,72,6,40,True,44
35,20,720,Orin,23,72,6,40,True,45
34,20,720,Orin,32,72,6,40,True,44
33,20,720,Orin,21,72,6,40,True,43
33,20,720,Orin,28,72,6,40,True,43
32,20,720,Orin,23,72,6,40,True,42
34,20,720,Orin,27,72,6,40,True,44
35,20,720,Orin,25,72,6,40,True,45
35,20,720,Orin,25,72,6,40,True,45
34,20,720,Orin,26,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
35,20,720,Orin,26,72,6,40,True,45
35,20,720,Orin,21,72,6,40,True,45
36,20,720,Orin,31,72,6,40,True,46
36,20,720,Orin,21,72,6,40,True,46
38,20,720,Orin,30,72,6,40,True,48
37,20,720,Orin,25,72,6,40,True,47
37,20,720,Orin,28,72,6,40,True,47
37,20,720,Orin,30,72,6,40,True,47
35,20,720,Orin,22,72,6,40,True,45
36,20,720,Orin,23,72,6,40,True,46
34,20,720,Orin,26,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
33,20,720,Orin,23,72,6,40,True,43
34,20,720,Orin,23,72,6,40,True,44
35,20,720,Orin,29,72,6,40,True,45
35,20,720,Orin,27,72,6,40,True,45
35,20,720,Orin,30,72,6,40,True,45
35,20,720,Orin,22,72,6,40,True,45
36,20,720,Orin,27,72,6,40,True,46
36,20,720,Orin,23,72,6,40,True,46
36,20,720,Orin,26,72,6,40,True,46
37,20,720,Orin,21,72,6,40,True,47
37,20,720,Orin,30,72,6,40,True,47
37,20,720,Orin,26,72,6,40,True,47
38,20,720,Orin,21,72,6,40,True,48
38,20,720,Orin,26,72,6,40,True,48
34,20,720,Orin,26,72,6,40,True,44
35,20,720,Orin,23,72,6,40,True,45
34,20,720,Orin,26,72,6,40,True,44
35,20,720,Orin,25,72,6,40,True,45
33,20,720,Orin,23,72,6,40,True,43
34,20,720,Orin,30,72,6,40,True,44
34,20,720,Orin,21,72,6,40,True,44
34,20,720,Orin,25,72,6,40,True,44
34,20,720,Orin,28,72,6,40,True,44
35,20,720,Orin,25,72,6,40,True,45
34,20,720,Orin,23,72,6,40,True,44
35,20,720,Orin,25,72,6,40,True,45
36,20,720,Orin,23,72,6,40,True,46
36,20,720,Orin,30,72,6,40,True,46
37,20,720,Orin,23,72,6,40,True,47
38,20,720,Orin,26,72,6,40,True,48
38,20,720,Orin,27,72,6,40,True,48
38,20,720,Orin,24,72,6,40,True,48
35,20,720,Orin,30,72,6,40,True,45
34,20,720,Orin,23,72,6,40,True,44
34,20,720,Orin,23,72,6,40,True,44
34,20,720,Orin,23,72,6,40,True,44
34,20,720,Orin,22,72,6,40,True,44
34,20,720,Orin,18,72,6,40,True,44
34,20,720,Orin,21,72,6,40,True,44
32,25,720,Orin,51,72,7,65,True,42
36,25,720,Orin,28,72,6,65,True,46
36,25,720,Orin,26,72,6,65,True,46
32,25,720,Orin,30,72,6,65,True,42
36,25,720,Orin,25,72,6,65,True,46
36,25,720,Orin,25,72,6,65,True,46
33,25,720,Orin,34,72,6,65,True,43
34,25,720,Orin,26,72,6,65,True,44
35,25,720,Orin,28,72,6,65,True,45
32,25,720,Orin,31,72,6,65,True,42
35,25,720,Orin,24,72,6,65,True,45
36,25,720,Orin,25,72,6,65,True,46
32,25,720,Orin,30,72,6,65,True,42
33,25,720,Orin,27,72,6,65,True,43
36,25,720,Orin,30,72,6,65,True,46
37,25,720,Orin,32,72,6,65,True,47
36,25,720,Orin,25,72,6,65,True,46
32,25,720,Orin,27,72,6,65,True,42
36,25,720,Orin,27,72,6,65,True,46
36,25,720,Orin,27,72,6,65,True,46
32,25,720,Orin,30,72,6,65,True,42
37,25,720,Orin,27,72,6,65,True,47
36,25,720,Orin,24,72,6,65,True,46
31,25,720,Orin,34,72,6,65,True,41
34,25,720,Orin,29,72,6,65,True,44
35,25,720,Orin,30,72,6,65,True,45
31,25,720,Orin,24,72,6,65,True,41
33,25,720,Orin,31,72,6,65,True,43
31,25,720,Orin,29,72,6,65,True,41
37,25,720,Orin,27,72,6,65,True,47
34,25,720,Orin,38,72,6,65,True,44
33,25,720,Orin,20,72,6,65,True,43
35,25,720,Orin,33,72,6,65,True,45
35,25,720,Orin,25,72,6,65,True,45
32,25,720,Orin,28,72,6,65,True,42
34,25,720,Orin,32,72,6,65,True,44
32,25,720,Orin,35,72,6,65,True,42
32,25,720,Orin,19,72,6,65,True,42
32,25,720,Orin,32,72,6,65,True,42
35,25,720,Orin,29,72,6,65,True,45
35,25,720,Orin,24,72,6,65,True,45
31,25,720,Orin,27,72,6,65,True,41
35,25,720,Orin,30,72,6,65,True,45
35,25,720,Orin,35,72,6,65,True,45
31,25,720,Orin,33,72,6,65,True,41
37,25,720,Orin,22,72,6,65,True,47
36,25,720,Orin,32,72,6,65,True,46
32,25,720,Orin,24,72,6,65,True,42
32,25,720,Orin,30,72,6,65,True,42
31,25,720,Orin,25,72,6,65,True,41
35,25,720,Orin,25,72,6,65,True,45
37,25,720,Orin,27,72,6,65,True,47
32,25,720,Orin,32,72,6,65,True,42
36,25,720,Orin,33,72,6,65,True,46
37,25,720,Orin,29,72,6,65,True,47
31,25,720,Orin,25,72,6,65,True,41
35,25,720,Orin,28,72,6,65,True,45
36,25,720,Orin,31,72,6,65,True,46
32,25,720,Orin,27,72,6,65,True,42
39,25,720,Orin,27,72,6,65,True,49
35,25,720,Orin,31,72,6,65,True,45
33,25,720,Orin,34,72,6,65,True,43
35,25,720,Orin,30,72,6,65,True,45
35,25,720,Orin,25,72,6,65,True,45
31,25,720,Orin,26,72,6,65,True,41
35,25,720,Orin,31,72,6,65,True,45
35,25,720,Orin,24,72,6,65,True,45
32,25,720,Orin,29,72,6,65,True,42
35,25,720,Orin,27,72,6,65,True,45
36,25,720,Orin,33,72,6,65,True,46
32,25,720,Orin,35,72,6,65,True,42
37,25,720,Orin,25,72,6,65,True,47
36,25,720,Orin,33,72,6,65,True,46
31,25,720,Orin,26,72,6,65,True,41
34,25,720,Orin,30,72,6,65,True,44
36,25,720,Orin,28,72,6,65,True,46
36,25,720,Orin,28,72,6,65,True,46
33,25,720,Orin,33,72,6,65,True,43
36,25,720,Orin,27,72,6,65,True,46
36,25,720,Orin,28,72,6,65,True,46
31,25,720,Orin,31,72,6,65,True,41
35,25,720,Orin,27,72,6,65,True,45
34,25,720,Orin,29,72,6,65,True,44
31,25,720,Orin,25,72,6,65,True,41
35,25,720,Orin,31,72,6,65,True,45
35,25,720,Orin,28,72,6,65,True,45
33,25,720,Orin,25,72,6,65,True,43
38,25,720,Orin,29,72,6,65,True,48
37,25,720,Orin,33,72,6,65,True,47
34,25,720,Orin,29,72,6,65,True,44
36,25,720,Orin,31,72,6,65,True,46
34,25,720,Orin,32,72,6,65,True,44
32,25,720,Orin,36,72,6,65,True,42
37,25,720,Orin,27,72,6,65,True,47
36,25,720,Orin,25,72,6,65,True,46
32,25,720,Orin,30,72,6,65,True,42
37,25,720,Orin,27,72,6,65,True,47
36,25,720,Orin,32,72,6,65,True,46
31,25,720,Orin,26,72,6,65,True,41
33,25,720,Orin,27,72,6,65,True,43
31,25,720,Orin,30,72,6,65,True,41
35,25,720,Orin,26,72,6,65,True,45
37,25,720,Orin,23,72,6,65,True,47
38,25,720,Orin,28,72,6,65,True,48
33,25,720,Orin,27,72,6,65,True,43
34,25,720,Orin,31,72,6,65,True,44
32,25,720,Orin,25,72,6,65,True,42
36,25,720,Orin,32,72,6,65,True,46
35,25,720,Orin,30,72,6,65,True,45
32,25,720,Orin,26,72,6,65,True,42
35,25,720,Orin,27,72,6,65,True,45
36,25,720,Orin,32,72,6,65,True,46
32,25,720,Orin,29,72,6,65,True,42
34,25,720,Orin,29,72,6,65,True,44
37,25,720,Orin,31,72,6,65,True,47
37,25,720,Orin,28,72,6,65,True,47
37,25,720,Orin,22,72,6,65,True,47
33,25,720,Orin,31,72,6,65,True,43
35,25,720,Orin,27,72,6,65,True,45
32,25,720,Orin,29,72,6,65,True,42
36,25,720,Orin,31,72,6,65,True,46
34,25,720,Orin,30,72,6,65,True,44
33,25,720,Orin,33,72,6,65,True,43
36,25,720,Orin,30,72,6,65,True,46
36,25,720,Orin,25,72,6,65,True,46
33,25,720,Orin,29,72,6,65,True,43
36,25,720,Orin,26,72,6,65,True,46
37,25,720,Orin,22,72,6,65,True,47
32,25,720,Orin,34,72,6,65,True,42
34,25,720,Orin,29,72,6,65,True,44
36,25,720,Orin,25,72,6,65,True,46
33,25,720,Orin,29,72,6,65,True,43
35,25,720,Orin,21,72,6,65,True,45
38,25,720,Orin,30,72,6,65,True,48
36,25,720,Orin,25,72,6,65,True,46
32,25,720,Orin,32,72,6,65,True,42
34,25,720,Orin,30,72,6,65,True,44
35,25,720,Orin,29,72,6,65,True,45
34,25,720,Orin,31,72,6,65,True,44
37,25,720,Orin,29,72,6,65,True,47
37,25,720,Orin,28,72,6,65,True,47
36,25,720,Orin,33,72,6,65,True,46
36,25,720,Orin,31,72,6,65,True,46
32,25,720,Orin,24,72,6,65,True,42
36,25,720,Orin,25,72,6,65,True,46
37,25,720,Orin,29,72,6,65,True,47
32,25,720,Orin,30,72,6,65,True,42
35,25,720,Orin,27,72,6,65,True,45
36,25,720,Orin,29,72,6,65,True,46
32,25,720,Orin,30,72,6,65,True,42
36,25,720,Orin,30,72,6,65,True,46
35,25,720,Orin,26,72,6,65,True,45
32,25,720,Orin,25,72,6,65,True,42
37,25,720,Orin,33,72,6,65,True,47
36,25,720,Orin,30,72,6,65,True,46
32,25,720,Orin,33,72,6,65,True,42
37,25,720,Orin,23,72,6,65,True,47
37,25,720,Orin,25,72,6,65,True,47
33,25,720,Orin,34,72,6,65,True,43
37,25,720,Orin,29,72,6,65,True,47
38,25,720,Orin,31,72,6,65,True,48
32,25,720,Orin,31,72,6,65,True,42
38,25,720,Orin,23,72,6,65,True,48
37,25,720,Orin,34,72,6,65,True,47
32,25,720,Orin,31,72,6,65,True,42
36,25,720,Orin,25,72,6,65,True,46
37,25,720,Orin,28,72,6,65,True,47
32,25,720,Orin,30,72,6,65,True,42
34,25,720,Orin,32,72,6,65,True,44
38,25,720,Orin,30,72,6,65,True,48
38,25,720,Orin,32,72,6,65,True,48
32,25,720,Orin,27,72,6,65,True,42
35,25,720,Orin,26,72,6,65,True,45
36,25,720,Orin,22,72,6,65,True,46
32,25,720,Orin,27,72,6,65,True,42
33,25,720,Orin,31,72,6,65,True,43
32,25,720,Orin,31,72,6,65,True,42
36,25,720,Orin,29,72,6,65,True,46
37,25,720,Orin,25,72,6,65,True,47
32,25,720,Orin,29,72,6,65,True,42
36,25,720,Orin,26,72,6,65,True,46
38,25,720,Orin,26,72,6,65,True,48
32,25,720,Orin,31,72,6,65,True,42
35,25,720,Orin,30,72,6,65,True,45
36,25,720,Orin,24,72,6,65,True,46
32,25,720,Orin,36,72,6,65,True,42
37,25,720,Orin,25,72,6,65,True,47
37,25,720,Orin,27,72,6,65,True,47
33,25,720,Orin,26,72,6,65,True,43
37,25,720,Orin,27,72,6,65,True,47
37,25,720,Orin,25,72,6,65,True,47
33,25,720,Orin,25,72,6,65,True,43
37,25,720,Orin,23,72,6,65,True,47
37,25,720,Orin,36,72,6,65,True,47
34,25,720,Orin,31,72,6,65,True,44
38,25,720,Orin,29,72,6,65,True,48
37,25,720,Orin,25,72,6,65,True,47
33,25,720,Orin,32,72,6,65,True,43
37,25,720,Orin,25,72,6,65,True,47
36,25,720,Orin,25,72,6,65,True,46
32,25,720,Orin,29,72,6,65,True,42
38,25,720,Orin,30,72,6,65,True,48
37,25,720,Orin,29,72,6,65,True,47
32,25,720,Orin,22,72,6,65,True,42
35,25,720,Orin,31,72,6,65,True,45
37,25,720,Orin,28,72,6,65,True,47
36,25,720,Orin,28,72,6,65,True,46
39,25,720,Orin,29,72,6,65,True,49
34,25,720,Orin,34,72,6,65,True,44
36,25,720,Orin,28,72,6,65,True,46
39,25,720,Orin,24,72,6,65,True,49
38,25,720,Orin,32,72,6,65,True,48
33,25,720,Orin,34,72,6,65,True,43
35,25,720,Orin,28,72,6,65,True,45
38,25,720,Orin,28,72,6,65,True,48
37,25,720,Orin,43,72,7,65,True,47
34,25,720,Orin,46,72,7,65,True,44
36,25,720,Orin,34,72,6,65,True,46
37,25,720,Orin,26,72,6,65,True,47
32,25,720,Orin,32,72,6,65,True,42
36,25,720,Orin,27,72,6,65,True,46
36,25,720,Orin,25,72,6,65,True,46
33,25,720,Orin,29,72,6,65,True,43
35,25,720,Orin,30,72,6,65,True,45
37,25,720,Orin,29,72,6,65,True,47
37,25,720,Orin,34,72,6,65,True,47
34,25,720,Orin,35,72,6,65,True,44
37,25,720,Orin,35,72,6,65,True,47
38,25,720,Orin,26,72,6,65,True,48
38,25,720,Orin,29,72,6,65,True,48
36,25,720,Orin,25,72,6,65,True,46
34,25,720,Orin,30,72,6,65,True,44
37,25,720,Orin,23,72,6,65,True,47
36,25,720,Orin,32,72,6,65,True,46
32,25,720,Orin,29,72,6,65,True,42
36,25,720,Orin,28,72,6,65,True,46
37,25,720,Orin,28,72,6,65,True,47
33,25,720,Orin,29,72,6,65,True,43
37,25,720,Orin,31,72,6,65,True,47
37,25,720,Orin,34,72,6,65,True,47
39,25,720,Orin,26,72,6,65,True,49
33,25,720,Orin,31,72,6,65,True,43
37,25,720,Orin,29,72,6,65,True,47
38,25,720,Orin,28,72,6,65,True,48
33,25,720,Orin,31,72,6,65,True,43
36,25,720,Orin,34,72,6,65,True,46
36,25,720,Orin,28,72,6,65,True,46
33,25,720,Orin,27,72,6,65,True,43
37,25,720,Orin,31,72,6,65,True,47
36,25,720,Orin,30,72,6,65,True,46
32,25,720,Orin,26,72,6,65,True,42
37,25,720,Orin,24,72,6,65,True,47
38,25,720,Orin,27,72,6,65,True,48
33,25,720,Orin,40,72,6,65,True,43
39,25,720,Orin,36,72,6,65,True,49
38,25,720,Orin,31,72,6,65,True,48
34,25,720,Orin,34,72,6,65,True,44
36,25,720,Orin,25,72,6,65,True,46
38,25,720,Orin,29,72,6,65,True,48
33,25,720,Orin,24,72,6,65,True,43
34,25,720,Orin,22,72,6,65,True,44
34,25,720,Orin,33,72,6,65,True,44
37,25,720,Orin,32,72,6,65,True,47
38,25,720,Orin,27,72,6,65,True,48
34,25,720,Orin,30,72,6,65,True,44
37,25,720,Orin,28,72,6,65,True,47
37,25,720,Orin,28,72,6,65,True,47
32,25,720,Orin,26,72,6,65,True,42
37,25,720,Orin,27,72,6,65,True,47
38,25,720,Orin,31,72,6,65,True,48
34,25,720,Orin,33,72,6,65,True,44
38,25,720,Orin,34,72,6,65,True,48
37,25,720,Orin,25,72,6,65,True,47
33,25,720,Orin,24,72,6,65,True,43
36,25,720,Orin,26,72,6,65,True,46
